Headline,Date
"Bull trend broadens, S&P, Nasdaq quietly press record territory","Nov. 18, 2016 at 11:20 a.m. ET"
A Trump trade war? Why Goldman thinks investors shouldn’t believe the hype,"Nov. 18, 2016 at 9:26 a.m. ET"
"Sector rotation persists, Nasdaq clears major resistance","Nov. 17, 2016 at 11:36 a.m. ET"
"Nasdaq nails the range top, Dow pulls in from record highs","Nov. 16, 2016 at 11:27 a.m. ET"
Stock market investors turn to small-caps after Trump win,"Nov. 16, 2016 at 8:04 a.m. ET"
String of hacks keeps cybersecurity ETFs in focus and in the green,"Nov. 15, 2016 at 9:47 a.m. ET"
Corporate bond ETFs suffer huge outflows as investors get set for Trump,"Nov. 14, 2016 at 7:45 a.m. ET"
Dow industrials break to all-time highs amid bullish sector rotation,"Nov. 10, 2016 at 11:54 a.m. ET"
The death of Obamacare will bring new opportunities for investors,"Nov. 10, 2016 at 11:26 a.m. ET"
A 12-step plan to strengthen your portfolio after Trump’s victory,"Nov. 10, 2016 at 10:44 a.m. ET"
Now is not the time to buy ‘Trump’ stocks,"Nov. 9, 2016 at 1:02 p.m. ET"
S&P 500 rally above its 50-day moving average is technically bullish short term,"Nov. 9, 2016 at 11:47 a.m. ET"
S&P 500 rattles trendline resistance despite U.S. election surprise,"Nov. 9, 2016 at 11:20 a.m. ET"
Equity ETFs see massive one-day outflows after surprise Trump victory,"Nov. 9, 2016 at 11:13 a.m. ET"
"S&P 500 spikes from the 200-day average, rallies to firmer technical ground","Nov. 8, 2016 at 12:26 p.m. ET"
Clinton victory on Election Day could trigger a rally in this risky asset,"Nov. 7, 2016 at 3:58 p.m. ET"
The message from the market today is to buy these 5 stocks,"Nov. 7, 2016 at 2:55 p.m. ET"
"S&P 500 nails the 200-day average, spikes to challenge major resistance","Nov. 7, 2016 at 11:39 a.m. ET"
"Buy Facebook, and why Amazon’s stock price should struggle","Nov. 7, 2016 at 9:25 a.m. ET"
Do Trump’s rising poll numbers mean you should sell stocks?,"Nov. 3, 2016 at 10:21 a.m. ET"
"U.S. benchmarks violate major support, VIX signals complacency","Nov. 2, 2016 at 12:09 p.m. ET"
S&P 500 teeters on major support amid tightening political race,"Nov. 1, 2016 at 12:41 p.m. ET"
"If you’re thinking three years ahead for your portfolio, start thinking defense","Nov. 1, 2016 at 11:21 a.m. ET"
"S&P 500, Nasdaq nail major support, retest underway to conclude October","Oct. 31, 2016 at 11:31 a.m. ET"
"When Stock-Picking, Choose Scary Over Safe","Oct. 29, 2016 at 12:34 a.m. ET"
"S&P 500 holds the range, Russell 2000 continues to press major support","Oct. 28, 2016 at 11:42 a.m. ET"
Get ready to cheer the best five days of the year for stocks,"Oct. 28, 2016 at 6:07 a.m. ET"
Small- and mid-cap benchmarks survive (another) retest of major support,"Oct. 26, 2016 at 11:14 a.m. ET"
Cloud-computing ETF hits new high amid strong industry growth,"Oct. 24, 2016 at 2:37 p.m. ET"
"S&P 500 ventures atop resistance, within view of 50-day average","Oct. 24, 2016 at 11:09 a.m. ET"
Beware of exotic new ETFs making big promises,"Oct. 24, 2016 at 5:20 a.m. ET"
Inflation: The Most Important Investment Trend Today,"Oct. 21, 2016 at 11:01 a.m. ET"
Investors turn away from utility ETFs ahead of expected interest-rate hike,"Oct. 21, 2016 at 12:52 p.m. ET"
"Nasdaq challenges the breakdown point, S&P 500 traverses the range","Oct. 21, 2016 at 11:49 a.m. ET"
Surprise: The earnings recession is just about over,"Oct. 21, 2016 at 11:30 a.m. ET"
Follow the leader: Junk bond gains may herald a coming equity rally,"Oct. 21, 2016 at 9:58 a.m. ET"
"S&P 500, Nasdaq balk (again) at first resistance","Oct. 20, 2016 at 11:02 a.m. ET"
"S&P 500, Nasdaq back for latest crack at the breakdown point","Oct. 19, 2016 at 11:23 a.m. ET"
S&P 500’s bullish reversal stalls at the breakdown point,"Oct. 17, 2016 at 11:48 a.m. ET"
Will turbulent stock trading send investors flocking back to low-volatility funds?,"Oct. 16, 2016 at 8:35 a.m. ET"
Big outflows from this popular fund might be sending an important message,"Oct. 14, 2016 at 3:03 p.m. ET"
Charting the S&P 500’s bullish hammer at major support,"Oct. 14, 2016 at 11:59 a.m. ET"
"S&P 500, Dow industrials rattle the cage on major support: S&P 2,117, and Dow 18,000","Oct. 13, 2016 at 11:50 a.m. ET"
Brexit-related aftershock stirs U.S. market technical cross currents,"Oct. 12, 2016 at 12:02 p.m. ET"
"Market bears resurface, S&P 500 ventures under near-term support","Oct. 11, 2016 at 1:18 p.m. ET"
Who can save Twitter? Only a Wall Street barbarian,"Oct. 11, 2016 at 7:57 a.m. ET"
"Nasdaq presses uncharted territory, S&P 500 challenges the 50-day average","Oct. 10, 2016 at 11:27 a.m. ET"
New rule may create a $10 trillion ETF juggernaut by 2020,"Oct. 8, 2016 at 11:43 a.m. ET"
Schwab joins BlackRock in ETF price war as providers ‘race to zero’,"Oct. 8, 2016 at 11:42 a.m. ET"
U.S. benchmarks’ ‘bull trend’ absorbs October currency whipsaws,"Oct. 7, 2016 at 11:30 a.m. ET"
Investors piled into ETFs during Q3,"Oct. 6, 2016 at 8:20 a.m. ET"
"Charting the S&P 500’s range-bound, but bullish, fourth-quarter backdrop","Oct. 4, 2016 at 12:28 p.m. ET"
"S&P, Dow rattle the near-term range","Oct. 3, 2016 at 11:48 a.m. ET"
The biggest third-quarter winners were technology and... Austria,"Sep. 30, 2016 at 5:35 p.m. ET"
S&P 500’s ‘bull trend’ absorbs final third-quarter whipsaw,"Sep. 30, 2016 at 11:53 a.m. ET"
What should you do if Trump is right about a bond bubble?,"Sep. 29, 2016 at 1:10 p.m. ET"
Charting a surprisingly flat September S&P 500 performance,"Sep. 29, 2016 at 11:49 a.m. ET"
Charting a garden variety pullback ahead of the U.S. presidential debate,"Sep. 26, 2016 at 11:17 a.m. ET"
Social Media ETF surges to new high on report of possible Twitter deal,"Sep. 23, 2016 at 3:29 p.m. ET"
"S&P 500 extends breakout, reclaims the 50-day average","Sep. 23, 2016 at 11:25 a.m. ET"
Get ready to trade the first presidential debate,"Sep. 23, 2016 at 10:40 a.m. ET"
"Charting a bullish technical tilt after the BOJ, and ahead of the Fed","Sep. 21, 2016 at 11:24 a.m. ET"
"Get set to trade the BOJ, Fed and OPEC meetings","Sep. 21, 2016 at 9:52 a.m. ET"
This ETF bets that companies with female leadership will outperform,"Sep. 20, 2016 at 5:09 p.m. ET"
Charting the S&P 500’s bullish-leaning holding pattern ahead of the Fed,"Sep. 20, 2016 at 12:37 p.m. ET"
"Why the S&P could drop for a few weeks, then pop higher — in one chart","Sep. 20, 2016 at 2:36 a.m. ET"
Real estate ETF draws hot interest in sector’s S&P 500 debut,"Sep. 19, 2016 at 5:22 p.m. ET"
"Nasdaq presses uncharted territory, S&P 500 holds the range","Sep. 19, 2016 at 11:32 a.m. ET"
"Nasdaq reclaims the breakdown point, within view of record highs","Sep. 16, 2016 at 11:39 a.m. ET"
"S&P 500 nails major support (again), rally attempt underway","Sep. 15, 2016 at 11:23 a.m. ET"
Action by the Bank of Japan could have dramatic results for stocks,"Sep. 15, 2016 at 2:37 a.m. ET"
"S&P, Dow survive second test of major support","Sep. 14, 2016 at 11:36 a.m. ET"
"S&P 500 survives major technical test, bull trend (tenuously) intact","Sep. 13, 2016 at 1:00 p.m. ET"
What to do with a chart that shows no place for investors to hide,"Sep. 12, 2016 at 12:38 p.m. ET"
"Market bears fire shot across the bow, U.S. benchmarks retest major support","Sep. 12, 2016 at 11:59 a.m. ET"
Why the ECB’s Super Mario really needs all his superpowers now,"Sep. 8, 2016 at 9:25 a.m. ET"
"Here are August’s biggest movers on the Dow, S&P 500","Aug. 31, 2016 at 8:03 p.m. ET"
Financial sector enjoys best day in weeks amid growing rate-hike talk,"Aug. 29, 2016 at 5:49 p.m. ET"
An eye-opening chart shows up as Yellen snubs the doomsday crowd,"Aug. 29, 2016 at 1:48 p.m. ET"
The market in a minute: Hurry up and wait (some more),"Aug. 29, 2016 at 11:38 a.m. ET"
Janet Yellen’s speech was wishy-washy. Now what?,"Aug. 27, 2016 at 7:25 p.m. ET"
"On the first anniversary of an ETF freakout, concerns linger","Aug. 27, 2016 at 11:49 a.m. ET"
Four technical factors that will show the direction of the stock market,"Aug. 25, 2016 at 4:20 p.m. ET"
Don’t fall prey to the low-credibility Fed echo chamber,"Aug. 18, 2016 at 11:38 a.m. ET"
"If you thought the pre-election melt-up was over, it’s not","Aug. 17, 2016 at 11:55 a.m. ET"
How activist investors are flying below the radar,"Aug. 17, 2016 at 4:29 a.m. ET"
"Dow industrials tag record highs, breakout attempt underway","Aug. 11, 2016 at 11:53 a.m. ET"
Pioneer of smart-beta investing warns strategy is being abused,"Aug. 11, 2016 at 10:11 a.m. ET"
What investors can take away from Trump on trade,"Aug. 10, 2016 at 3:53 a.m. ET"
Beware the market ‘shenanigans’ promised by a dull August,"Aug. 9, 2016 at 9:25 a.m. ET"
Investors should ignore the jobs number and pay attention to this 74-week streak,"Aug. 5, 2016 at 9:55 a.m. ET"
Why your ‘growth’ portfolio may not be growing,"Aug. 4, 2016 at 2:55 a.m. ET"
"S&P 500 violates support, back for a crack at the breakdown point","Aug. 3, 2016 at 11:55 a.m. ET"
Has the election summer melt up begun?,"Aug. 2, 2016 at 11:33 a.m. ET"
Is this rally a glass half empty or a glass half full?,"Jul. 21, 2016 at 2:46 p.m. ET"
Tech investors should embrace their inner wimp and buy dividend stocks,"Jul. 21, 2016 at 1:27 p.m. ET"
"S&P, Dow hold record territory amid dwindling volume","Jul. 21, 2016 at 11:44 a.m. ET"
Look for profit potential in these 7 self-driving-car stocks,"Jul. 20, 2016 at 10:39 p.m. ET"
"For this rally to continue, there must be a change in leadership","Jul. 15, 2016 at 1:19 p.m. ET"
Charting the Dow industrials’ break to uncharted territory,"Jul. 13, 2016 at 11:48 a.m. ET"
"Is it buy, sell or hold time as the market hits new highs?","Jul. 12, 2016 at 11:07 a.m. ET"
Third 9-to-1 rally fuels S&P 500 break to uncharted territory,"Jul. 11, 2016 at 11:40 a.m. ET"
Charting the S&P 500’s approach of the 2016 peak,"Jul. 8, 2016 at 11:26 a.m. ET"
S&P 500’s prospects are as clear as night and day,"Jul. 8, 2016 at 7:37 a.m. ET"
"S&P, Dow hold the range top ahead of U.S. jobs report","Jul. 7, 2016 at 11:30 a.m. ET"
The disconnect between stocks and bonds reaches the breaking point,"Jul. 6, 2016 at 12:20 p.m. ET"
"S&P, Dow nail first support, survive initial retest","Jul. 6, 2016 at 11:26 a.m. ET"
"U.S. benchmarks digest Brexit-fueled whipsaw, S&P 500 tops near major resistance","Jul. 5, 2016 at 12:41 p.m. ET"
"Brexit-rally defies gravity, S&P 500 within view of June peak","Jul. 1, 2016 at 11:32 a.m. ET"
Second 9-to-1 rally places U.S. benchmarks on firmer technical ground,"Jun. 30, 2016 at 11:22 a.m. ET"
"S&P 500 absorbs Brexit, reclaims the 2,040 breakdown point","Jun. 29, 2016 at 11:45 a.m. ET"
What Independence Day and quarter end mean for your portfolio,"Jun. 29, 2016 at 11:25 a.m. ET"
Summer crash of 2016 is about more than the Brexit,"Jun. 29, 2016 at 4:17 a.m. ET"
Charting a bearish technical shift in the stock market in Brexit aftermath,"Jun. 28, 2016 at 1:09 p.m. ET"
Charting a bearish technical shift amid Brexit aftermath,"Jun. 28, 2016 at 12:26 p.m. ET"
"Charts say Brexit bottom not in, but plenty of opportunities developing","Jun. 27, 2016 at 1:17 p.m. ET"
"S&P, Dow extend downdraft, venture under the 200-day average","Jun. 27, 2016 at 11:06 a.m. ET"
"Brexit fallout may be more about fear than fundamentals, 1 stock’s move suggests","Jun. 24, 2016 at 1:26 p.m. ET"
Post-Brexit opportunities in three British stocks,"Jun. 24, 2016 at 12:50 p.m. ET"
"PPL doesn't expect significant impact from Bexit, yet","Jun. 24, 2016 at 7:45 a.m. ET"
Alternative investing has been a huge disaster,"Jun. 21, 2016 at 1:24 p.m. ET"
How to use stock options to profit from Brexit,"Jun. 20, 2016 at 8:10 a.m. ET"
Do the charts say to sell stocks and buy gold before a Brexit?,"Jun. 17, 2016 at 10:43 a.m. ET"
"Nasdaq nails the 200-day average, lifts from support","Jun. 15, 2016 at 11:19 a.m. ET"
"S&P, Dow pull in toward retest of the 50-day average","Jun. 13, 2016 at 11:30 a.m. ET"
Do we really know that George Soros is bearish?,"Jun. 10, 2016 at 12:10 p.m. ET"
Charting a garden-variety pullback from the 2016 peak,"Jun. 10, 2016 at 11:32 a.m. ET"
Why this market is on the verge of falling hard,"Jun. 9, 2016 at 3:31 a.m. ET"
How oil rescued the stock market,"Jun. 9, 2016 at 3:30 a.m. ET"
In focus: The market starts to get near the highs,"Jun. 8, 2016 at 10:39 p.m. ET"
S&P 500’s slow-motion breakout attempt remains underway,"Jun. 8, 2016 at 11:40 a.m. ET"
Use an ETF with some extra juice to play a move higher,"Jun. 7, 2016 at 1:56 p.m. ET"
S&P 500 rattles the cage on major resistance,"Jun. 7, 2016 at 12:15 p.m. ET"
Charting the S&P 500's approach of major technical resistance,"Jun. 6, 2016 at 11:52 a.m. ET"
"Why the window for stock-market bears is ‘closing rather quickly,’ in one chart","May. 31, 2016 at 7:11 a.m. ET"
What would President Trump mean for Amazon shares?,"May. 27, 2016 at 7:54 a.m. ET"
Rotation into beaten-down sectors underpins stock rally,"May. 26, 2016 at 7:51 a.m. ET"
"Bull trend intact, U.S. benchmarks challenge the May peak","May. 25, 2016 at 11:08 a.m. ET"
Is anyone else tired of the lazy Fed?,"May. 24, 2016 at 10:55 a.m. ET"
The latest scary China chart: This financial sector’s boom could end with a bust,"May. 24, 2016 at 9:08 a.m. ET"
"Nasdaq, S&P maintain support, narrow May range intact","May. 23, 2016 at 11:55 a.m. ET"
S&P 500’s bull trend absorbs latest retest of major support,"May. 20, 2016 at 11:47 a.m. ET"
Here’s everything billionaires like Soros and Buffett don’t reveal in their 13F filings,"May. 20, 2016 at 9:16 a.m. ET"
Forget the S&P 500: Canadian stocks are poised to outperform this year,"May. 20, 2016 at 8:18 a.m. ET"
U.S. benchmarks venture under major technical support,"May. 19, 2016 at 12:17 p.m. ET"
"S&P 500 nails the 2,040 support ahead of the Fed","May. 18, 2016 at 11:43 a.m. ET"
S&P 500 traverses the May range against a bullish-leaning backdrop,"May. 17, 2016 at 12:26 p.m. ET"
S&P 500 traverses the range against a bullish-leaning backdrop,"May. 17, 2016 at 12:04 p.m. ET"
"S&P 500 survives latest retest of the 2,040 mark","May. 16, 2016 at 11:36 a.m. ET"
The ‘Strongest 20’ stocks in the S&P 500,"May. 13, 2016 at 12:53 p.m. ET"
S&P 500 retests the 50-day moving average,"May. 13, 2016 at 10:56 a.m. ET"
"Nasdaq stalls at the breakdown point, S&P traverses the range","May. 12, 2016 at 11:45 a.m. ET"
Something dangerous is lurking below the market’s surface,"May. 12, 2016 at 7:41 a.m. ET"
"Nasdaq reaches the breakdown point, retest underway","May. 11, 2016 at 11:33 a.m. ET"
The Dow is too expensive for my tastes,"May. 10, 2016 at 1:32 p.m. ET"
Successful technical tests preserve U.S. markets’ bull trend,"May. 10, 2016 at 12:11 p.m. ET"
"S&P, Dow survive initial retest of the 2,040 and 17,580 support","May. 9, 2016 at 11:21 a.m. ET"
"S&P, Dow nail major support, important retest underway","May. 6, 2016 at 11:59 a.m. ET"
"S&P 500 tags major support, lifts from initial retest","May. 5, 2016 at 11:42 a.m. ET"
How beaten-up Mr. Market still could rise up to a new high,"May. 5, 2016 at 9:17 a.m. ET"
"S&P 500, Nasdaq fail retest of the breakdown point","May. 4, 2016 at 11:46 a.m. ET"
S&P 500’s bull trend meets ‘sell-in-May’ market headwind,"May. 3, 2016 at 12:48 p.m. ET"
Market bears fire seasonal shot across the bow,"May. 3, 2016 at 12:10 p.m. ET"
"Despite bear concerns, odds still favor the bulls","May. 3, 2016 at 10:47 a.m. ET"
Charting a garden-variety market pullback,"May. 2, 2016 at 11:31 a.m. ET"
Are you buying this dip?,"May. 2, 2016 at 11:25 a.m. ET"
‘Sell in May’ surfaces with major S&P support under siege,"Apr. 29, 2016 at 11:01 a.m. ET"
What is really moving stocks and gold,"Apr. 28, 2016 at 12:53 p.m. ET"
"S&P 500 rattles the cage on the 2,080 support","Apr. 25, 2016 at 11:39 a.m. ET"
Have big banks become zombies and should you buy them?,"Apr. 25, 2016 at 9:08 a.m. ET"
Is the S&P 500 about to correct?,"Apr. 22, 2016 at 1:39 p.m. ET"
Meet the S&P 500’s new technical range,"Apr. 21, 2016 at 11:50 a.m. ET"
Is the most-hated rally ever for gold stocks set to continue?,"Apr. 19, 2016 at 12:01 p.m. ET"
Has the S&P 500 finally reached overbought levels?,"Apr. 15, 2016 at 10:34 a.m. ET"
"Dow industrials break out, S&P 500 rattles the cage on major resistance","Apr. 14, 2016 at 11:26 a.m. ET"
"U.S. benchmarks knife from major support, strengthening the bull trend","Apr. 13, 2016 at 11:44 a.m. ET"
"S&P 500 holds major support, preserving the bull trend","Apr. 12, 2016 at 12:21 p.m. ET"
"S&P 500 holds the trendline, preserving a bullish technical bias","Apr. 12, 2016 at 12:00 p.m. ET"
"S&P, Dow nail technical support, draw buyers","Apr. 11, 2016 at 11:04 a.m. ET"
Overbought condition tips scales in bears’ favor,"Apr. 5, 2016 at 10:38 a.m. ET"
"The S&P 500, despite recent gains, still isn’t overbought","Apr. 1, 2016 at 4:06 p.m. ET"
Income-oriented investing is this year’s biggest winner,"Apr. 1, 2016 at 2:54 p.m. ET"
Short-covering drives rally since Feb. 11,"Mar. 31, 2016 at 5:06 p.m. ET"
First-quarter market whipsaw concludes on bullish technical note,"Mar. 31, 2016 at 11:15 a.m. ET"
Why the next few weeks are crucial for stocks,"Mar. 30, 2016 at 7:56 p.m. ET"
A videogame ETF? Save your cash,"Mar. 30, 2016 at 2:41 p.m. ET"
"S&P, Dow extend the technically significant March breakout","Mar. 30, 2016 at 11:18 a.m. ET"
S&P 500’s ‘bull trend’ reaches major resistance,"Mar. 29, 2016 at 12:39 p.m. ET"
S&P 500’s ‘bull trend’ reaches trendline resistance,"Mar. 29, 2016 at 12:13 p.m. ET"
S&P 500 maintains the 200-day average,"Mar. 28, 2016 at 11:47 a.m. ET"
Why defense may be stocks’ canary in the coal mine,"Mar. 22, 2016 at 12:38 p.m. ET"
S&P 500 reclaims the 200-day average after the Fed,"Mar. 17, 2016 at 11:21 a.m. ET"
Charting a bull-bear stalemate at the S&P’s 200-day average,"Mar. 15, 2016 at 12:02 p.m. ET"
"S&P 500 nails the 200-day average, retest underway","Mar. 14, 2016 at 11:32 a.m. ET"
Income investors are leaving money on the table if they don’t use this easy options strategy,"Mar. 11, 2016 at 10:44 a.m. ET"
Charting a ‘sell-the-news’ response to the ECB’s stimulus,"Mar. 10, 2016 at 11:27 a.m. ET"
"S&P, Dow hesitate at major resistance","Mar. 9, 2016 at 11:54 a.m. ET"
"Charting the retest of S&P 2,000 and Dow 17,000","Mar. 7, 2016 at 1:44 p.m. ET"
Is it time to put this bear market behind us?,"Mar. 4, 2016 at 2:31 p.m. ET"
S&P 500 sustains the break from red-zone territory,"Mar. 3, 2016 at 11:12 a.m. ET"
"In focus: Finally, a breakout","Mar. 3, 2016 at 10:10 a.m. ET"
Charting the U.S. markets’ March breakout,"Mar. 2, 2016 at 12:08 p.m. ET"
S&P 500 concludes February with ‘pulling-teeth’ breakout attempt,"Feb. 29, 2016 at 11:46 a.m. ET"
S&P 500 ‘nudges the cage’ on a breakout,"Feb. 26, 2016 at 12:19 p.m. ET"
Bullish pattern in the S&P meets wall,"Feb. 26, 2016 at 10:47 a.m. ET"
Charting a bull-bear stalemate at the S&P 500’s range top — Part 2,"Feb. 25, 2016 at 11:50 a.m. ET"
Charting the S&P 500’s failed test of major resistance,"Feb. 24, 2016 at 11:39 a.m. ET"
Market correction suggests Facebook may be the next Apple,"Feb. 24, 2016 at 12:01 a.m. ET"
Market bears resurface at major S&P 500 resistance,"Feb. 23, 2016 at 12:48 p.m. ET"
The most unexpected bullish trade of all,"Feb. 23, 2016 at 7:29 a.m. ET"
"S&P, Dow rattle the cage on major resistance","Feb. 22, 2016 at 12:15 p.m. ET"
Charting a bull-bear stalemate at the S&P 500’s range top,"Feb. 19, 2016 at 11:38 a.m. ET"
The S&P 500 rose for three days in a row — here’s what it could mean,"Feb. 18, 2016 at 1:14 p.m. ET"
U.S. benchmarks hesitate at the range top,"Feb. 18, 2016 at 11:49 a.m. ET"
U.S. benchmarks whipsaw within view of next technical test,"Feb. 17, 2016 at 11:55 a.m. ET"
"S&P 500 extends the corrective bounce, pressing major resistance","Feb. 16, 2016 at 12:54 p.m. ET"
Did we just get a short-covering rally?,"Feb. 12, 2016 at 4:09 p.m. ET"
"S&P 500 tags major support, corrective bounce underway","Feb. 12, 2016 at 11:52 a.m. ET"
"S&P 500 extends the breakdown, plunges to major support","Feb. 11, 2016 at 11:08 a.m. ET"
S&P 500 presses the breakdown point,"Feb. 10, 2016 at 11:43 a.m. ET"
SPDR S&P 500 ETF up 0.8% premarket; was up 1.1% before Yellen statement,"Feb. 10, 2016 at 8:48 a.m. ET"
U.S. benchmarks extend the 2016 technical breakdown,"Feb. 8, 2016 at 11:20 a.m. ET"
"Nasdaq plunges to new lows, S&P 500 teeters on major support","Feb. 5, 2016 at 12:05 p.m. ET"
S&P 500 rattles the technical range,"Feb. 4, 2016 at 11:42 a.m. ET"
S&P 500 back for another crack at major support,"Feb. 3, 2016 at 1:36 p.m. ET"
S&P 500’s rally attempt stalls at first resistance,"Feb. 2, 2016 at 12:26 p.m. ET"
S&P 500’s rally attempt balks at first resistance,"Feb. 2, 2016 at 12:05 p.m. ET"
Will U.S. stocks continue to mask global weakness or fall victim to it?,"Feb. 2, 2016 at 11:47 a.m. ET"
"U.S. benchmarks extend rally attempt, within view of next test","Feb. 1, 2016 at 11:23 a.m. ET"
"SEC, industry to dig into Aug. 24 volatility that hit ETFs, big-cap stocks","Feb. 1, 2016 at 8:51 a.m. ET"
S&P 500 survives latest retest of major support,"Jan. 29, 2016 at 11:42 a.m. ET"
S&P 500 absorbs the Fed-induced whipsaw — for now,"Jan. 28, 2016 at 11:28 a.m. ET"
"Navinder Sarao didn’t cause the flash crash, study finds","Jan. 27, 2016 at 11:23 a.m. ET"
Charting the market technicals ahead of the Fed,"Jan. 27, 2016 at 11:17 a.m. ET"
S&P 500’s dead-cat bounce remains underway,"Jan. 26, 2016 at 12:21 p.m. ET"
Charting the S&P 500’s lackluster dead-cat bounce,"Jan. 25, 2016 at 11:15 a.m. ET"
S&P 500’s corrective bounce lacks quality,"Jan. 22, 2016 at 11:42 a.m. ET"
Charting the U.S. markets’ latest corrective bounce,"Jan. 21, 2016 at 11:28 a.m. ET"
Does the Great Reset of 2016 mean it’s time to buy?,"Jan. 20, 2016 at 12:05 p.m. ET"
S&P 500 knifes under last-ditch support,"Jan. 20, 2016 at 10:54 a.m. ET"
"S&P, Dow rattle the cage on major support","Jan. 15, 2016 at 11:13 a.m. ET"
Are small-cap stocks the canary in the coal mine?,"Jan. 15, 2016 at 7:22 a.m. ET"
A head-and-shoulders top is developing on the S&P 500,"Jan. 14, 2016 at 11:43 a.m. ET"
$3.2 trillion has been wiped off global stock markets so far this year,"Jan. 14, 2016 at 10:41 a.m. ET"
Markets are adjusting to ‘slow growth forever’,"Jan. 13, 2016 at 1:13 p.m. ET"
Charting the S&P 500’s corrective bounce,"Jan. 13, 2016 at 11:13 a.m. ET"
S&P 500 remains vulnerable despite 10% correction,"Jan. 12, 2016 at 12:24 p.m. ET"
"Is it a crash, correction or capitulation for stocks and bonds?","Jan. 11, 2016 at 1:15 p.m. ET"
Major U.S. benchmarks struggle to find a floor,"Jan. 11, 2016 at 11:00 a.m. ET"
Charting the U.S. markets’ worst start to a year on record,"Jan. 8, 2016 at 11:05 a.m. ET"
"U.S. benchmarks extend downturn, violate major support","Jan. 7, 2016 at 11:27 a.m. ET"
In focus: Off to a bad start,"Jan. 6, 2016 at 8:32 p.m. ET"
The absurdity of finding a reason for the recent drop in stocks,"Jan. 6, 2016 at 11:19 a.m. ET"
Market bears fire 2016 shot across the bow,"Jan. 5, 2016 at 12:30 p.m. ET"
"S&P 500, Nasdaq mark worst start to a year since 2001","Jan. 4, 2016 at 4:52 p.m. ET"
U.S. stocks start 2016 with steep losses,"Jan. 4, 2016 at 4:48 p.m. ET"
Charting a distinctly bearish 2016 start,"Jan. 4, 2016 at 11:10 a.m. ET"
The emerging-market crisis that never came,"Dec. 31, 2015 at 11:58 a.m. ET"
Wade well into 2016 before you go bottom fishing in oil stocks,"Dec. 31, 2015 at 8:46 a.m. ET"
Wall Street’s most touted stocks lost big money in 2015,"Dec. 23, 2015 at 9:01 p.m. ET"
Charting the S&P 500’s bull-bear inflection points,"Dec. 23, 2015 at 11:40 a.m. ET"
Charting the U.S. markets’ bearish technical tilt,"Dec. 22, 2015 at 12:14 p.m. ET"
Will the volatility of volatility continue in 2016?,"Dec. 22, 2015 at 10:34 a.m. ET"
Charting the S&P 500’s precarious posture,"Dec. 21, 2015 at 11:49 a.m. ET"
"The market in a minute: Oh, market rally, where art thou?","Dec. 21, 2015 at 10:55 a.m. ET"
Rate hike marks correction's start,"Dec. 17, 2015 at 11:40 a.m. ET"
"It's not oil hitting this market, it’s the Fed","Dec. 14, 2015 at 2:11 p.m. ET"
Goldman’s attempt to calm stock investors creates confusion,"Dec. 14, 2015 at 2:11 p.m. ET"
What technical analysts are watching after last week’s big market selloff,"Dec. 14, 2015 at 7:36 a.m. ET"
U.S. benchmarks survive important technical tests,"Dec. 10, 2015 at 11:30 a.m. ET"
S&P 500 maintains the 50-day average,"Dec. 7, 2015 at 10:47 a.m. ET"
Mix of active and passive funds can beat indexing,"Dec. 7, 2015 at 5:42 a.m. ET"
S&P 500 absorbs the latest Fed-induced whipsaw,"Dec. 4, 2015 at 12:00 p.m. ET"
The chart that says this stock market could be ready to bust out,"Dec. 2, 2015 at 7:19 a.m. ET"
Say goodbye to the Buyback Bulls,"Dec. 1, 2015 at 11:50 a.m. ET"
Does bad breadth matter?,"Nov. 25, 2015 at 12:30 p.m. ET"
"The Fed is ready for higher rates, are you?","Nov. 24, 2015 at 11:57 a.m. ET"
U.S. benchmarks absorb the November downdraft,"Nov. 19, 2015 at 11:00 a.m. ET"
4 charts that show how markets reacted to past terrorist attacks,"Nov. 16, 2015 at 1:59 p.m. ET"
"S&P violates major support, reaches less-charted territory","Nov. 16, 2015 at 11:19 a.m. ET"
The crushing feeling that scares the bulls,"Nov. 13, 2015 at 1:48 p.m. ET"
The next 1000-point down day is coming,"Nov. 10, 2015 at 10:44 a.m. ET"
"Russell 2000, Nasdaq rattle cage on major resistance","Oct. 30, 2015 at 10:31 a.m. ET"
Bull market may be limited to mega-cap stocks,"Oct. 29, 2015 at 1:23 p.m. ET"
Russell 2000 knifes from trendline resistance,"Oct. 29, 2015 at 11:22 a.m. ET"
The ‘extreme’ risk in chasing this rally higher,"Oct. 29, 2015 at 8:56 a.m. ET"
U.S. benchmarks rattle the cage on the 200-day average,"Oct. 23, 2015 at 11:55 a.m. ET"
Fall melt-up case gets stronger,"Oct. 21, 2015 at 12:48 p.m. ET"
Don’t let October-crash talk influence your investing,"Oct. 19, 2015 at 3:13 p.m. ET"
U.S. markets’ slow-motion recovery grinds higher,"Oct. 19, 2015 at 10:53 a.m. ET"
U.S. benchmarks edge atop well-defined resistance,"Oct. 16, 2015 at 10:44 a.m. ET"
Most stock market gains are made when you’re asleep,"Oct. 16, 2015 at 6:57 a.m. ET"
Nasdaq Composite reaches major technical test,"Oct. 12, 2015 at 10:58 a.m. ET"
"Gold and oil are bottoming, and the next big move is up","Oct. 9, 2015 at 11:50 a.m. ET"
S&P 500 stages lackluster breakout,"Oct. 9, 2015 at 10:33 a.m. ET"
